VOLT1        ,CURR1        ,RES1         ,TIME1        ,STAT1     ,SOUR1        
+7.917120E-01,+3.299710E-01,+9.910000E+37,+8.973680E-01,      4742,+8.300000E-01
+7.917340E-01,+3.300340E-01,+9.910000E+37,+8.996630E-01,      4742,+8.400000E-01
+7.917220E-01,+3.299790E-01,+9.910000E+37,+9.019580E-01,      4742,+8.500000E-01
+7.917110E-01,+3.299820E-01,+9.910000E+37,+9.042670E-01,      4742,+8.600000E-01
+7.917420E-01,+3.300480E-01,+9.910000E+37,+9.065640E-01,      4742,+8.700000E-01
+7.917110E-01,+3.299960E-01,+9.910000E+37,+9.088640E-01,      4742,+8.800000E-01
+7.917040E-01,+3.299830E-01,+9.910000E+37,+9.111610E-01,      4742,+8.900000E-01
+7.917410E-01,+3.300340E-01,+9.910000E+37,+9.134630E-01,      4742,+9.000000E-01
+7.917190E-01,+3.300130E-01,+9.910000E+37,+9.157570E-01,      4742,+9.100000E-01
+7.916610E-01,+3.299420E-01,+9.910000E+37,+9.180550E-01,      4742,+9.200000E-01
+7.917210E-01,+3.300060E-01,+9.910000E+37,+9.204200E-01,      4742,+9.300000E-01
+7.917280E-01,+3.300360E-01,+9.910000E+37,+9.227280E-01,      4742,+9.400000E-01
+7.917160E-01,+3.300220E-01,+9.910000E+37,+9.250400E-01,      4742,+9.500000E-01
+7.917100E-01,+3.300010E-01,+9.910000E+37,+9.273360E-01,      4742,+9.600000E-01
+7.917200E-01,+3.300160E-01,+9.910000E+37,+9.296380E-01,      4742,+9.700000E-01
+7.917160E-01,+3.300280E-01,+9.910000E+37,+9.319380E-01,      4742,+9.800000E-01
+7.917210E-01,+3.300420E-01,+9.910000E+37,+9.342240E-01,      4742,+9.900000E-01
+7.917390E-01,+3.300640E-01,+9.910000E+37,+9.365190E-01,      4742,+1.000000E+00
